,Year,Month,temp_avg,temp_high_max,temp_low_min,precip_total,humidity_avg,snow_days,rain_days,visibility,wind,temp_range
31,2011,8,24.129032258064516,34.0,15.0,481.35,71.83870967741936,0,13,12.774193548387096,7.354838709677419,19.0
32,2011,9,21.2,30.0,11.0,238.51000000000002,78.1,0,11,12.733333333333333,7.133333333333334,19.0
33,2011,10,14.096774193548388,29.0,1.0,154.69,67.90322580645162,2,10,14.03225806451613,8.612903225806452,28.0
34,2011,11,11.166666666666666,21.0,2.0,77.48,64.16666666666667,0,9,14.566666666666666,9.1,19.0
35,2011,12,6.483870967741935,17.0,-6.0,101.59,62.483870967741936,0,9,14.64516129032258,9.387096774193548,23.0
36,2012,1,3.103448275862069,17.0,-11.0,82.07,60.62068965517241,3,9,14.0,12.620689655172415,28.0
37,2012,2,5.103448275862069,17.0,-7.0,34.57,55.3448275862069,3,8,14.379310344827585,10.758620689655173,24.0
38,2012,3,10.67741935483871,26.0,-4.0,24.119999999999997,59.25806451612903,0,11,14.096774193548388,9.193548387096774,30.0
39,2012,4,12.733333333333333,31.0,3.0,90.47999999999999,51.06666666666667,0,11,14.766666666666667,8.966666666666667,28.0
40,2012,5,18.516129032258064,32.0,9.0,136.67,73.0,0,16,11.96774193548387,6.290322580645161,23.0
41,2012,6,21.866666666666667,34.0,11.0,75.96000000000001,65.7,0,11,14.266666666666667,7.166666666666667,23.0
42,2012,7,26.096774193548388,38.0,16.0,106.93,63.096774193548384,0,11,14.419354838709678,6.580645161290323,22.0
43,2012,8,24.93548387096774,33.0,16.0,73.93,67.41935483870968,0,8,14.387096774193548,5.419354838709677,17.0
44,2012,9,20.6,33.0,12.0,111.53999999999999,68.0,0,8,14.933333333333334,6.4,21.0
45,2012,10,14.64516129032258,26.0,3.0,74.2,71.38709677419355,0,12,13.451612903225806,7.903225806451613,23.0
46,2012,11,6.733333333333333,19.0,-1.0,45.97,60.7,3,4,14.7,9.3,20.0
47,2012,12,5.451612903225806,17.0,-2.0,121.94,71.16129032258064,4,15,12.32258064516129,10.483870967741936,19.0
48,2013,1,1.935483870967742,16.0,-12.0,70.14,61.03225806451613,2,9,13.258064516129032,10.32258064516129,28.0
49,2013,2,1.1071428571428572,13.0,-8.0,107.97,60.892857142857146,8,7,13.107142857142858,11.392857142857142,21.0
50,2013,3,4.612903225806452,15.0,-3.0,72.95,57.935483870967744,8,5,14.419354838709678,11.870967741935484,18.0
51,2013,4,11.833333333333334,28.0,1.0,33.3,53.9,0,10,15.133333333333333,10.0,27.0
52,2013,5,17.258064516129032,32.0,6.0,203.20999999999998,64.58064516129032,0,9,12.870967741935484,7.870967741935484,26.0
53,2013,6,22.733333333333334,33.0,12.0,256.56,66.93333333333334,0,15,13.0,7.2,21.0
54,2013,7,26.580645161290324,37.0,18.0,72.14,67.6774193548387,0,14,13.129032258064516,7.0,19.0
55,2013,8,23.838709677419356,32.0,15.0,72.42,64.51612903225806,0,11,13.935483870967742,6.096774193548387,17.0
56,2013,9,20.066666666666666,36.0,8.0,74.93,60.3,0,7,14.666666666666666,6.366666666666666,28.0
57,2013,10,15.774193548387096,30.0,4.0,9.17,60.774193548387096,0,6,14.774193548387096,8.096774193548388,26.0
58,2013,11,7.5,21.0,-5.0,80.02,53.06666666666667,2,9,14.766666666666667,10.033333333333333,26.0
59,2013,12,3.7096774193548385,22.0,-7.0,123.22,61.903225806451616,5,10,12.935483870967742,9.419354838709678,29.0
60,2014,1,-1.7666666666666666,14.0,-16.0,59.97,59.43333333333333,5,6,13.090909090909092,10.681818181818182,30.0
61,2014,2,0.2857142857142857,13.0,-11.0,139.20000000000002,58.714285714285715,8,7,12.357142857142858,10.25,24.0
62,2014,3,2.806451612903226,19.0,-13.0,89.19,47.32258064516129,2,6,14.774193548387096,11.419354838709678,32.0
63,2014,4,11.466666666666667,25.0,-1.0,77.21000000000001,53.53333333333333,3,12,14.7,10.133333333333333,26.0
64,2014,5,17.612903225806452,30.0,5.0,236.0,59.96774193548387,0,12,12.709677419354838,7.290322580645161,25.0
65,2014,6,22.4,32.0,13.0,109.48,62.6,0,10,13.633333333333333,6.633333333333334,19.0
66,2014,7,24.677419354838708,33.0,17.0,142.02,63.96774193548387,0,11,13.96774193548387,11.709677419354838,16.0
67,2014,8,23.612903225806452,32.0,16.0,41.39,60.354838709677416,0,6,15.064516129032258,6.0,16.0
68,2014,9,21.366666666666667,33.0,11.0,46.49,62.4,0,7,14.833333333333334,6.633333333333334,22.0
69,2014,10,15.741935483870968,25.0,6.0,145.31,63.193548387096776,0,14,14.419354838709678,8.129032258064516,19.0
70,2014,11,7.533333333333333,21.0,-6.0,115.83,54.86666666666667,2,8,14.266666666666667,8.8,27.0
71,2014,12,5.225806451612903,18.0,-4.0,153.43,64.70967741935483,3,15,13.193548387096774,10.838709677419354,22.0
